AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Start Date (DD/MM/YYYY),End Date (DD/MM/YYYY),Planned Start Date (DD/MM/YYYY),Planned End Date (DD/MM/YYYY),Source Detail,Status,AidData Sector Code,AidData Sector Name,AidData Purpose Code,AidData Purpose Name,AidData Activity Code(s),AidData Activity Name(s),Short Description,Long Description,Donor Project ID,Donor Secondary Project ID,Additional Info,Project Commitment Amount (Constant USD2011),Project Disbursement Amount (Constant USD2011),Total Project Cost (Donor Reported),CRS: Untied Amount (Nominal USD),CRS: Tied Amount (Nominal USD),CRS: Partial Tied Amount (Nominal USD),CRS: Pdgg,CRS: Channel Code,CRS: Bi Multi,CRS: Desertification,CRS: Environment,CRS: Gender,CRS: Trade,CRS: Climate,CRS: Biodiversity,CRS: Region,CRS: Sector Code,CRS: Sector,CRS: Purpose Code,CRS: Purpose Name,CRS: Flow Name,CRS: Finance T,CRS: Associated Financing,CRS: Future Ds Principal Amount Usd Nominal,CRS: Future Ds Interest Amount Usd Nominal,CRS: Irtc Amount Usd Nominal,CRS: Received Amount Usd Nominal,CRS: Aid T,CRS: Arrears Interest Amount Usd Nominal,CRS: Arrears Principal Amount Usd Nominal,CRS: Channel Name,CRS: Expert Commitment Amount Usd Nominal,CRS: Export Credit Amount Usd Nominal,CRS: Export Extended Amount Usd Nominal,CRS: FTC,CRS: Initial Report,CRS: Interest Amount Usd Nominal,CRS: Outstanding Amount Usd Nominal,CRS: Repay Type,CRS: Second Interest Rate
9.06E+11,Spanish--Fortalecimiento de la MisiÃƒÂ³n de apoyo al proceso de paz en Colombia (MAPP/OEA)--translation--Strengthening of the Mission's support for the peace process in Colombia (MAPP/OEA),Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,152|151|160,"Conflict prevention and resolution, peace and security|Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15240,Reintegration and SALW control,15130.01|15240.04|15240.02|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Assistance to control, prevent and/or reduce the proliferation of SALW|Reintegration of demobilised military personnel into the economy|Support for vulnerable groups",,"Realizar labores de apoyo, monitoreo y verificaciÃƒÂ³n del proceso de paz, y por ende, del desarme, desmovilizaciÃƒÂ³n y reintegraciÃƒÂ³n de los ex-combatientes, asi como de los aspectos relacionados con los procesos de justicia transicional propiciados en Colombia con la ley 975 (Ley de Justicia y paz), con especial ÃƒÂ©nfasis en lo referente a la reparaciÃƒÂ³n integral a vÃƒÂ­ctimas y a ala restituciÃƒÂ³n de tierras y bienes a familias afectadas por la violencia y el desplazamiento. A tal fin se apoyarÃƒÂ¡n actividades correspondientes a las siguientes lÃƒÂ­neas del mandato de la MAPP/OEA en Colombia.--beneficiary--VICTIMAS DE LA VIOLENCIA",COL230,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Programa de VÃƒÂ­ctimas--translation--Program of victims,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,"El Programa apoya la implementaciÃƒÂ³n de la Ley de VÃƒÂ­ctimas y RestituciÃƒÂ³n de Tierras que le da derecho a las vÃƒÂ­ctimas del conflicto armado colombiano a recibir asistencia integral y reparaciÃƒÂ³n por parte del Estado Colombiano, como primer paso hacia la reconciliaciÃƒÂ³n nacional.--beneficiary--VICTIMAS DE LA VIOLENCIA",COL77,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Fortalecimiento ÃƒÂ©tnico y de los derechos de las vÃƒÂ­ctimas de las comunidades negras en Colombia.--translation--Ethnic and strengthening the rights of the victims of the black communities in Colombia.,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,"Contribuir al empoderamiento de las comunidades negras de los consejos comunitarios del paÃƒÂ­s para el pleno desarrollo de sus derechos colectivos y alcance de los mismos (territorio, autonomÃƒÂ­a e identidad cultural), en el marco de la ley de vÃƒÂ­ctimas y restituciÃƒÂ³n de tierras y sus decretos reglamentarios, entre otros el 4000 y 4635 de 2011.--beneficiary--COMUNIDAD NEGRA",COL134,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--ArticulaciÃƒÂ³n social en el marco de la Ley 1448 y acceso a la justicia--translation--Social articulation in the framework of the 1448 law and access to justice,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,"ConstrucciÃƒÂ³n de paz desde las organizaciones basado en el acompaÃƒÂ±amiento integral a las vÃƒÂ­ctimas en conexidad con el derecho a la tierra, en San Vicente del CaguÃƒÂ¡n - CaquetÃƒÂ¡--beneficiary--VICTIMAS DE LA VIOLENCIA",COL294,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Siguiendo la ruta del diÃƒÂ¡logo: seguimiento y continuidad del Encuentro Nacional de Comunidades Campesinas, Afrodescendientes e indÃƒÂ­genas por la tierra y la paz de Colombia--translation--Following the route of the dialogue: tracking and continuity of the find national of communities peasant, Afro-descendants and indigenous by it land and the peace of Colombia",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,"Movilizar a diversos sectores de la sociedad nacional e internacional para que ejerzan suficiente presiÃƒÂ³n social a los actores del conflicto social y armado, en favor de la soluciÃƒÂ³n polÃƒÂ­tica negociada al conflicto armado colombiano, a partir de las propuestas de paz con justicia social de las comunidades campesinas, afrodescendientes e indÃƒÂ­genas articuladas a las de otros sectores de la sociedad.--beneficiary--POBLACIÃƒâ€œN EN GENERAL",COL295,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Proyecto para fortalecer la incidencia pÃƒÂºblica de las organizaciones de la poblaciÃƒÂ³n afro-colombiana que integran el PCN--translation--Project to strengthen the public impact of the Afro-Colombian population organizations that integrate the CPN,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,Fortalecer la preparaciÃƒÂ³n para la incidencia legal y comunicacional del proceso de comunidades negras para contribuir con la agenda de exigibilidad de los derechos de los afrocolombianos y contribuir a la protecciÃƒÂ³n de sus miembros--beneficiary--AFROCOLOMBIANOS,COL477,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Programa de fortalecimiento del acceso a la justicia en Colombia. Fase II--translation--Program of strengthening of the access to the justice in Colombia. Phase II,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups",,Desarrollar una estrategia integral para favorecer el acceso a la justicia de personas en condiciÃƒÂ³n de vulnerabilidad--benefciary,COL659,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--TERCERA FASE OBSERVATORIO DE TERRITORIOS ETNICOS EN CONTEXTOS DE CAMBIO SOCIOCULTURAL Y DISPUTAS POR EL TERRITORIO--translation--THIRD PHASE OBSERVATORY OF TERRITORIES ETHNIC IN CHANGING SOCIO-CULTURAL CONTEXTS AND THE TERRITORY DISPUTE,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,152|151|160,"Conflict prevention and resolution, peace and security|Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.01|16010.05|15210.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Security system management and reform, activity unspecified or does not fit elsewhere in group",,"Profundizar y ampliar los procesos de defensa de las autonomias territoriales de comunidades afrocolombianas, buscando un diÃƒÂ logo intercultural e inter-comunidades con campesinos e indÃƒÂ­genas que habitan territorios tradicionales.--beneficiary--AFROCOLOMBIANOS, ORGANIZACIONES SOCIALES",COL121,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--RevisiÃƒÂ³n de polÃƒÂ­ticas y prÃƒÂ¡cticas medioambientales y armonizaciÃƒÂ³n con el marco internacional de derechos de los pueblos indÃƒÂ­genas desde el anÃƒÂ¡lisis y la prÃƒÂ¡ctica de las organizaciones indÃƒÂ­genas--translation--Revision of policies and environmental practices and harmonization with the international framework of rights of Indigenouspeoples from the analysis and practice of indigenous organizations,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160|410,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|GENERAL ENVIRONMENTAL PROTECTION",41030,Bio-diversity,15130.01|16010.05|41030.02,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Natural reserves",,"Lograr la efectiva implementaciÃƒÂ³n de los derechos de los pueblos indÃƒÂ­genas en las polÃƒÂ­ticas de ordenamiento territorial y medioambiental de sus respectivos estados, especialmente en aquellas que se refieren a la creaciÃƒÂ³n y gestiÃƒÂ³n de ÃƒÂ¡reas protegidas--beneficiary--INDIGENAS",COL128,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Lucha contra la impunidad en violencia sexual en Colombia--translation--Fight against impunity on sexual violence in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160|420,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|WOMEN",42010,Women in development,15130.01|16010.05|42010.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Women in development, activity unspecified or does not fit elsewhere in group",,Los niveles de impunidad del delito de violencia sexual han disminuido: los derechos de las mujeres vÃƒÂ­ctimas de violencia basadas en gÃƒÂ©nero estÃƒÂ¡n posicionados y reconocidos por las instancias judiciales y entidades del Estado.--benefciary,COL668,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Lucha contra la impunidad en violencia sexual en Colombia--translation--Fight against impunity on sexual violence in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160|420,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|WOMEN",15130,Legal and judicial development,15130.01|16010.05|42010.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Women in development, activity unspecified or does not fit elsewhere in group",,"El Estado Colombiano, en especial, las instituciones encargadas de la investigaciÃƒÂ³n, juzgamiento y sanciÃƒÂ³n de casos de violaciones de derechos humanos e infracciones de derechos humanos contarÃƒÂ¡ con una estructura funcional y organizacional que les permita adoptar medidas encaminadas a la prevenciÃƒÂ³n ya la efectiva respuesta a los derechos a la verdad, a la justicia ya la reparaciÃƒÂ³n de las vÃƒÂ­citmas de violencia sexual en el marco de la violencia armada.--benefciary",COL670,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Programas de violencia de gÃƒÂ©nero- UNIFEM--translation--Programs of violence of gender-UNIFEM,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160|420,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|WOMEN",42010,Women in development,15130.01|16010.05|42010.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Women in development, activity unspecified or does not fit elsewhere in group",,"Cumplimiento de los derechos de las mujeres a la verdad, la justicia y la reparaciÃƒÂ³n, por medio de la implementaciÃƒÂ³n de la resoluciÃƒÂ³n 1325 y 1820 de la UNSC.--benefciary",COL672,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Fortalecimiento del acceso igualitario a una justicia independiente y transparente en la regiÃƒÂ³n andina: auditoria social y transparencia--translation--Strengthening equal access to an independent and transparent justice in the Andean region: auditing social and transparency,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,220|114|151,"COMMUNICATIONS|Post-secondary education|Government and civil society, general",15130,Legal and judicial development,15130.01|22030.02|15120.01|15150.01|15130.03|22030.03|11420.01|22030.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Television activities|Public sector financial management, activity unspecified or does not fit elsewhere in group|Strengthening civil society, activity unspecified or does not fit elsewhere in group|Institutional strengthening of legal and judicial systems|Print media activities|Post-secondary education, activity unspecified or does not fit elsewhere in group|Radio activities",,"Contribuir al fortalecimiento del Estado de Derecho en la RegiÃƒÂ³n Andina, mediante la participaciÃƒÂ³n de la sociedad civil y los medios de comunicaciÃƒÂ³n.--beneficiary--UNIVERSIDADES, INSTITUCIONES, POBLACIÃƒâ€œN EN GENERAL",COL309,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Establecimiento de sistemas de garantÃƒÂ­a de legalidad a partir de la CertificaciÃƒÂ³n de Sostenibilidad para la ProducciÃƒÂ³n Forestal y para la cadena de custodia con PYMES en Colombia--translation--Establishment of systems of warranty of legality from the certification of sustainability for the production forest and for the chain of custody with SMEs in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,250|151|410|312,"BUSINESS AND OTHER SERVICES|Government and civil society, general|GENERAL ENVIRONMENTAL PROTECTION|Forestry",31210,Forestry policy and administrative management,15130.01|25010.08|31210.02|31220.01|41010.02|31210.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|General support to private sector enterprises|Forestry sector policy, planning and programs|Forestry development, activity unspecified or does not fit elsewhere in group|Environmental policy, laws, regulations and economic instruments|Forestry policy and administrative management, activity unspecified or does not fit elsewhere in group",,"Promover el establecimiento de sistemas de garantÃƒÂ­a de legalidad a travÃƒÂ©s de la certificaciÃƒÂ³n ambiental para la ProducciÃƒÂ³n Forestal en Colombia, en forma de certificaciÃƒÂ³n forestal y certificaciÃƒÂ³n de cadena de custodia principalmente.--beneficiary--POBLACIÃƒâ€œN EN GENERAL",COL208,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--ResoluciÃƒÂ³n de conflictos relacionados con tierras y recursos naturales--translation--Resolution of disputes related to land and natural resources,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|410,"Government and civil society, general|GENERAL ENVIRONMENTAL PROTECTION",15130,Legal and judicial development,15130.01|41005.01,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|General environmental protection, activity unspecified (includes miscellaneous conservation and protection measures not mentioned below) or does not fit under any other applicable codes",,"El Proyecto busca apoyar la construcciÃƒÂ³n de conocimiento y habilidades en los socios locales, las comunidades ÃƒÂ©tnicas, y funcionarios del Gobierno de Colombia del orden municipal y nacional, en materia de mediaciÃƒÂ³n sobre tierra y recursos naturales.--beneficiary--PALENQUEROS (San Basilio)",COL116,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Equidad de GÃƒÂ©nero en Colombia--translation--Gender equity in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|420,"Government and civil society, general|WOMEN",15150,Strengthening civil society,15130.01|42010.04|15150.09,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Promotion of and support to WID groups and networks|Women's equality organisations and institutions",,"Asistencia tÃƒÂ©cnica, financiera y administrativa para el desarrollo de los proyectos en el ÃƒÂ¡rea de equidad de gÃƒÂ©nero, incluida la cooperaciÃƒÂ³n con ProcuradurÃƒÂ­a General de la NaciÃƒÂ³n, Alta ConsejerÃƒÂ­a para la Equidad de la Mujer, FiscalÃƒÂ­a Nacional, ONIC y Confluencia Nacional de Redes de Mujeres.--benefciary",COL643,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Creciendo Juntos: Desarrollo Sostenible para la Juventud Rural en NariÃƒÂ±o--translation--Growing together: I sustainable development for Rural youth in NariÃƒÂ­Ã‚Â±o,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,510|151|160|430,"GENERAL BUDGET SUPPORT|Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES|Multisector",16010,Social/ welfare services,15130.01|43040.01|51010.05|16010.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Rural development, activity unspecified or does not fit elsewhere in this group |General program assistance|Support for vulnerable groups",,"Apoya a jÃƒÂ³venes vulnerables y en situaciÃƒÂ³n de riesgo en nueve municipios del departamento de NariÃƒÂ±o para generar, y beneficiarse de iniciativas econÃƒÂ³micas lÃƒÂ­citas y sostenibles que les permita una vida digna--beneficiary--INFANCIA Y ADOLESCENCIA, JÃƒâ€œVENES",COL170,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--Aporte al proceso de Paz en Colombia: por medio de la construcciÃƒÂ³n de una red en la poblaciÃƒÂ³n rural, para su participaciÃƒÂ³n en procesos de acceso, legalizaciÃƒÂ³n y restituciÃƒÂ³n de tierras y desarrollo rural en la regiÃƒÂ³n caribe colombiana.--translation--Contribution to the peace process in Colombia: by means of the construction of a network in the rural population, for their participation in processes of access, legalization and restitution of land and rural development in the Colombian Caribbean region.",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,152|151|430,"Conflict prevention and resolution, peace and security|Government and civil society, general|Multisector",15205,"Conflict prevention and resolution, peace and security, purpose unspecified or does not fit under any other applicable codes",15130.01|43040.04|43040.01|15205.01|15150.05|43040.05,"Legal and judicial development, activity unspecified or does not fit elsewhere in group|Land use planning and management|Rural development, activity unspecified or does not fit elsewhere in this group |Conflict prevention and resolution, peace and security, activity unspecified or does not fit under any other applicable codes|Other participatory planning and decision making procedures and institutions|Rural infrastructure and services",,"FormaciÃƒÂ³n de una red pluralista, autÃƒÂ³noma y sostenible, que represente los intereses de la poblaciÃƒÂ³n rural en la regiÃƒÂ³n caribe y que contribuya a la superaciÃƒÂ³n del conflicto armado en Colombia, capacitÃƒÂ¡ndola y asesorÃƒÂ¡ndola para permitir su participaciÃƒÂ³n activa en los procesos de desarrollo rural con enfoque territorial.--beneficiary--CAMPESINOS",COL70,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Apoyo Institucional al Sistema Penal Colombiano--translation--Institutional support to the Colombian Penal System,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151,"Government and civil society, general",15130,Legal and judicial development,15130.02|15130.06,"Constitutional development, legal drafting|Law enforcement and crime prevention",,Reforzar el Estado de Derecho por medio de un sistema judicial y policial mÃƒÂ¡s eficaz--benefciary,COL661,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,"Spanish--FOS, the Fund for Strengthening Colombian Civil Society in Peace, Human Rights and Democracy--translation--FOS, the Fund for Strengthening Colombian Civil Society in Peace, Human Rights and Democracy",Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,152|151,"Conflict prevention and resolution, peace and security|Government and civil society, general",15000,"Government and civil society, combination of activities",15130.02|15140.04|15150.05|15150.07|15205.01,"Constitutional development, legal drafting|Civil service and administrative reform|Other participatory planning and decision making procedures and institutions|Human rights|Conflict prevention and resolution, peace and security, activity unspecified or does not fit under any other applicable codes",,"Fortalecimiento de iniciativas de construcciÃƒÂ³n de paz de la sociedad civil para contribuir a lograr una soluciÃƒÂ³n negociada al conflicto interno armado mediante un proceso participatorio con plena protecciÃƒÂ³n de DDHH en un ambiente caracterizado de estado de derecho y buena gobernabilidad.--beneficiary--ORGANIZACIONES SOCIALES, VICTIMAS DE LA VIOLENCIA",COL84,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Programa Colombia Diakonia--translation--Program Colombia Diakonia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,152|151|160,"Conflict prevention and resolution, peace and security|Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15150,Strengthening civil society,15130.02|15150.02|15150.05|15150.07|15205.01|16010.05,"Constitutional development, legal drafting|Community participation and development|Other participatory planning and decision making procedures and institutions|Human rights|Conflict prevention and resolution, peace and security, activity unspecified or does not fit under any other applicable codes|Support for vulnerable groups",,"Contribuir a la construcciÃƒÂ³n de paz con amplia participaciÃƒÂ³n social en especial de pueblos indÃƒÂ­genas, comunidades afrocolombianas y campesinas, jÃƒÂ³venes, mujeres, poblaciÃƒÂ³n LGBTI, defensores/as de derechos humanos, comunicadores y vÃƒÂ­ctimas del conflicto como parte de la consolidaciÃƒÂ³n de la Democracia y el Estado Social de Derecho.--beneficiary--LGTB",COL88,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Nuevos Territorios de Paz--translation--New Territories in peace,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,152|151,"Conflict prevention and resolution, peace and security|Government and civil society, general",15000,"Government and civil society, combination of activities",15130.02|15150.05|15205.01,"Constitutional development, legal drafting|Other participatory planning and decision making procedures and institutions|Conflict prevention and resolution, peace and security, activity unspecified or does not fit under any other applicable codes",,"Contribuir a la construcciÃƒÂ³n de paz y desarrollo en Colombia a travÃƒÂ©s de la promociÃƒÂ³n de condiciones territoriales que favorezcan una cultura de paz, democracia y Estado de Derecho, y que fomenten condiciones de vida digna y oportunidades de desarrollo para todos los ciudadanos.--beneficiary--POBLACIÃƒâ€œN EN GENERAL, ORGANIZACIONES SOCIALES",COL93,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Lucha contra la impunidad en la ParapolÃƒÂ­tica--translation--Fight against impunity in the parapolitics,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151,"Government and civil society, general",15130,Legal and judicial development,15130.03|15130.04,Institutional strengthening of legal and judicial systems|Legal training and education,,"El Proyecto apunta a contribuir con el aumento de conocimiento y consciencia de los magistrados de la Corte Suprema de Justicia y del equipo de la FiscalÃƒÂ­a General de la NaciÃƒÂ³n acerca de los mecanismos internacionales de responsabilidad criminal, asÃƒÂ­ como brindar anÃƒÂ¡lisis sobre el problema paramilitar con el objetivo de superar la impunidad.--beneficiary--INSTITUCIONES",COL56,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--DonaciÃƒÂ³n para el Proyecto de Servicios de ResoluciÃƒÂ³n Pacifica de Diferencias para los Pobres FONDO JAPONES PARA EL DESARROLLO SOCIAL JSDF 091176--translation--Donation for the project of services of resolution Pacifica of differences for the poor Fund Japanese for the development SOCIAL JSDF 091176,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151|160,"Government and civil society, general|OTHER SOCIAL INFRASTRUCTURE AND SERVICES",15130,Legal and judicial development,15130.03|15130.05|16010.05,Institutional strengthening of legal and judicial systems|Legal advice and services|Support for vulnerable groups,,"Desarrollar e implementar estrategias para ofrecer servicios de justicia bÃƒÂ¡sica a poblaciones desfavorecidas del PaÃƒÂ­s, incluyendo aquÃƒÂ©llas que sean sujeto de discriminaciÃƒÂ³n y de bajos recursos, en asociaciÃƒÂ³n con OSC - Organizaciones de la Sociedad Civil y Gobiernos Locales--benefciary",COL675,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--Convenio 2010 - 2013. Fortalecimiento de la democracia participativa y el empoderamiento social en Colombia--translation--Convention 2010-2013. Strengthening participatory democracy and social empowerment in Colombia,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151,"Government and civil society, general",15150,Strengthening civil society,15130.03|15150.05|15130.02|15150.09,"Institutional strengthening of legal and judicial systems|Other participatory planning and decision making procedures and institutions|Constitutional development, legal drafting|Women's equality organisations and institutions",,"Apoyar la consolidaciÃƒÂ³n de los procesos de fortalecimiento de la democracia y del estado social de derecho en las regiones del UrabÃƒÂ¡ AntioqueÃƒÂ±o, Magdalena Medio y Catatumbo, favoreciendo los espacios de organizaciÃƒÂ³n social y participaciÃƒÂ³n ciudadana contemplados en la ConstituciÃƒÂ³n colombiana que permitan mejorar su interacciÃƒÂ³n con el Estado en la formulaciÃƒÂ³n de polÃƒÂ­ticas pÃƒÂºblicas, y la generaciÃƒÂ³n de procesos con equidad de gÃƒÂ©nero e inclusiÃƒÂ³n social que promuevan la calidad de vida y el desarrollo sostenible de las regiones--beneficiary--POBLACIÃƒâ€œN EN GENERAL",COL60,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
9.06E+11,Spanish--PROGRAMA PROMOCIÃƒâ€œN DE LA CONVIVENCIA--translation--PROMOTION OF THE COEXISTENCE,Denmark,DK,Funding,,,,,,,,OECD 2013,,,,,,DRAFT,151,"Government and civil society, general",15130,Legal and judicial development,15130.03|15150.07,Institutional strengthening of legal and judicial systems|Human rights,,"Favorecer las capacidades nacionales y territoriales para el fortalecimiento institucional, la construcciÃƒÂ³n de la paz y la promociÃƒÂ³n de la convivencia y la reconciliaciÃƒÂ³n, con ÃƒÂ©nfasis en el sistema de justicia, el respeto a los derechos humanos y los derechos de las vÃƒÂ­ctimas.--benefciary",COL676,,,0,0,0,,,,,,,,,,,,,,998,unallocated/unspecified,99810,sectors not specified,,,,,,,,,,,,,,,,,,,,
